title,view_count,duration,upload_date,transcript,Creator,is_viral,transcript_category
لماذا تعضك قطتك؟ 😼,108542,33,2024-11-05,اليك لماذا تعدك قطتك اولا العضات الخفيفه تعبر عن اللعب فهي تستخدم اسنانها للاستكشاف عند المزاج الجيد ثانيا اذا بدات تلقك ثم عضتك بلطف فهذا يسمى العض الناتج عن العاطفه ويعني انها متحمسه وتحبك ثالثا العض اثناء الملاعبه قد يكون علامه على تجاوز حد التحمل واحتياجها لاستراحه واخيرا احيانا تعد القطط لتلفت انتباهك عندما تشعر بالملل او تحتاج الى التفاعل,petsmile,False,Fact-based
هل قطتك سعيدة؟ 😻,15197,23,2024-11-04,هل قطتك سعيده اولا الخرخره المستمره بجانبك علامه على سعادتها وراحتها ثانيا اللعب والتفاعل النشط معك دليل قوي على الاستمتاع ثالثا اذا كانت تاكل وتشرب جيدا فهذا يدل على راحتها واخيرا النوم الهادئ في اماكن مختلفه بالمنزل يعني انها مرتاحه في بيئتها,petsmile,False,Fact-based
كيف تختار القطط من تحب من البشر؟ 🐱❤️,44417,30,2024-11-03,اليك كيف تختار القطط من تحب من البشر اولا من يقدم الرعايه والطعم وينظف مكانها يصبح من اقرب اصدقائها ثانيا تميل الى البشر الهادئين وتشعر بالامان مع من لا يصدرون اصواتا عاليه او حركات مفاجئه ثالثا القطه تميل للاشخاص الذين يقضون وقتا معها باللعب واخيرا القطط تحب الاشخاص الذين يتعاملون معها بصبر ويفهمون تقلباتها المزاجيه ‏m,petsmile,False,Fact-based
ما الذي يحاول ذيل قطك إخبارك به؟ 😻,74697,29,2024-11-02,اليك ما الذي يحاول ذيل قطك اخبارك به اولا اذا كان الذيل يهتز بلطف اثناء رفعه فقد يكون القط متحمسا لرؤيتك او للعب ثانيا حركه الذيل السريعه قد تشير الى توتر او انزعاج من موقف جديد ثالثا ذيل منتف بالكامل يعني الخوف ويكون القط مستعدا للدفاع واخيرا التفاف الذيل حول جسمه اثناء الجلوس يدل على الراحه والامن,petsmile,False,Fact-based
جلب قطة جديدة إلى منزلك 🏠🐱,20617,31,2024-11-01,هل ستجلب قطه جديده الى منزلك اليك اربع حقائق مهمه اولا وفر لها العابا مريحه ومكانا للاختباء ليخفف عنها التوتر في بيئتها الجديده ثانيا قدم الطعام في اوقات ثابته فهذا يساعدها على فهم الروتين والشعور بالامن ثالثا قسم وقت اللعب والتفاعل على مدار اليوم لتعزيز ثقتها واخيرا تاكد من توفير صندوق رمل نظيف فهذا يعزز شعورها بالراحه الاستقلاليه,petsmile,False,Fact-based
هل قطتك تستطيع فهم كلامك؟ 🐈🗣️,44060,32,2024-10-31,هل قطتك تستطيع فهم كلامك اولا القطط قد لا تفهم الكلمات بدقه لكنها تميز نبره صوتك وتستشعر حالتك المزاجيه ثانيا تعرف اسمها وتستجيب له لكنها قد تتجاهلك اذا لم تكن مهتمه ثالثا القطط تربط كلمات معينه باحداث مثل طعم او لعب وتفهم سيقها واخيرا القطط تعرف متى تكون غاضبا او منزعجا بناء على ارتفاع صوتك وتغير ايقاعه,petsmile,False,Fact-based
نصائح لجعل قطتك أكثر نشاطًا وحيوية 🐈💨,16034,32,2024-10-30,اليك نصائح لجعل قطتك اكثر نشاطا وحيويه اولا خصص وقتا للعب يوميا مثل العاب الريش والكرات الصغيره ثانيا استخدم العاب التفاعل مثل الليزر او الالعاب التي تحتوي على مكافات لتحفيزها جسديا وذهنيا ثالثا وفر مساحات للتسلق مثل ابراج القطط او الارفف العاليه لتشجيعها على القفز والاستكشاف واخيرا قدم نظاما غذائيا متوازنا لدعم طاقه وصحه قطتك,petsmile,False,Fact-based
لماذا تكره القطط الاستحمام؟ 🛁🐱,78166,31,2024-10-29,اليك لماذا تكره القطط الاستحمام اولا القطط تشعر بفقدان السيطره عند التبلل اذ يصبح فروها اثقل ويعيق حركتها ثانيا اصوات الماء ورائحه الشامبو قويه ومزعجه لحوسه ثالثا القطط تعتبر نفسها نظيفه لانها تلعق فروها بانتظام وترى الاستحمام غير ضروري واخيرا الماء غالبا يكون باردا او دافئا بطريقه مزعجه مما يجعلها غير ساحه,petsmile,False,Fact-based
هل تنظر إليك قطتك كأم أو أب؟ 🐱👩‍👦,22907,34,2024-10-28,هل تنظر اليك قطتك كام او ابد اولا تعتبرك قطتك جزءا من عائلتها وتعتمد عليك في الرعايه كما تعتمد القطط الصغيره على امها ثانيا تموء القطط للتواصل مع البشر فقط مما يعكس ثقتها بك واعتبار كقر منها ثالثا عندما تفرك راسها بك او تلعق فهي تظهر ارتباطها بك كما تفعل مع امها واخيرا تطور القطط ارتباطا عميقا لاصحابها وتتوقع منهم الحمايه والاهتمام,petsmile,False,Fact-based
فوائد تربية القطط 😻,19359,26,2024-10-27,اليك اربع فوائد لتربيه القطط اولا القطط تساعد في تخفيف التوتر والقلق بفضل طبيعتها الهادئه ثانيا تعزز الشعور بالمسؤوليه اذ تحتاج الى الرعايه والاهتمام اليومي ثالثا توفر رفيقا عاطفيا مما يجعلك تشعر بالدعم والراحه واخيرا اللعب مع القطط يحسن المزاج ويمنح لحظات من المرح,petsmile,False,Fact-based
احترس! 4 إشارات تدل أن قطتك غاضبة 😸,91757,26,2024-10-26,اليك اربع اشارات تدل ان قطتك غاضبه اولا اذا كانت اذناه مسطحتين للخلف فهي تشعر بالغضب ثانيا الذيل المرتعش او الذي يهتز بسرعه يشير الى عدم رضاها ثالثا تقويس الظهر مع نفش الفرو هو علامه على الاستعداد للدفاع عن نفسها واخيرا الهسهسه او اصدار اصوات غاضبه تعني ابتعد الان,petsmile,False,Fact-based
لماذا تقوم القطط بخدش الأثاث؟ وكيف تمنعها من ذلك؟ 😺,93626,28,2024-10-25,اليك لماذا تقوم القطط بخدش الاثاث وكيف تمنعها اولا القطط تخدش الاثاث لشحذ مخالبها وازاله الطبقات الميته ثانيا الخدش يساعدها في تحديد منطقتها من خلال علامات بصريه والرائحه ثالثا تعبر القطط عن التوتر او تفريغ الطاقه الزائده عن طريق الخدش واخيرا لتجنب ذلك وفر لها اعمده ختش في اماكن متعدده بالمنزل,petsmile,False,Fact-based
هل تحب القطط مشاهدة الشاشات؟ 😸,22261,27,2024-10-24,هل تحب القطط مشاهده الشاشه اولا القطط تنجذب للحركه خاصه الفيديوهات التي تحتوي على حركات سريعه ثانيا القطط قد تحاول لمس او مهاجمه الشاشه عند مشاهده شيء يتحرك ثالثا بعض القطط تستمتع بمشاهده الحيوانات مثل الطيور او الاسمك على الشاشه واخيرا لا ينبغي ان تكون الشاشات بديلا عن اللعب مع قطتك,petsmile,False,Fact-based
